sellerID , china_Seller , seller_rate , category , asin , product_url , offerList_url , sellers_url , RunTime
A2DGIQMFD2NGBK , HK , 9279 , ce-de/364921031 , B00J0S6QZ6 , http://www.amazon.de/gp/product/B00J0S6QZ6 , http://www.amazon.de/gp/offer-listing/B00J0S6QZ6/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A2DGIQMFD2NGBK , 2017-01-11 11:17:44
A2DGIQMFD2NGBK , HK , 9279 , ce-de/364921031 , B00U10GB20 , http://www.amazon.de/gp/product/B00U10GB20 , http://www.amazon.de/gp/offer-listing/B00U10GB20/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A2DGIQMFD2NGBK , 2017-01-11 11:18:45
A9M0EGF97CWIX , CN , 2753 , ce-de/364921031 , B01J5WY2SE , http://www.amazon.de/gp/product/B01J5WY2SE , http://www.amazon.de/gp/offer-listing/B01J5WY2SE/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A9M0EGF97CWIX , 2017-01-11 11:19:43
A9M0EGF97CWIX , CN , 2753 , ce-de/364921031 , B01J5WY2SE , http://www.amazon.de/gp/product/B01J5WY2SE , http://www.amazon.de/gp/offer-listing/B01J5WY2SE/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A9M0EGF97CWIX , 2017-01-11 11:19:49
A9M0EGF97CWIX , CN , 2753 , ce-de/364921031 , B01J5WY2SE , http://www.amazon.de/gp/product/B01J5WY2SE , http://www.amazon.de/gp/offer-listing/B01J5WY2SE/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A9M0EGF97CWIX , 2017-01-11 11:19:57
A9M0EGF97CWIX , CN , 2753 , ce-de/364921031 , B01J5WY2SE , http://www.amazon.de/gp/product/B01J5WY2SE , http://www.amazon.de/gp/offer-listing/B01J5WY2SE/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A9M0EGF97CWIX , 2017-01-11 11:20:05
A2DGIQMFD2NGBK , HK , 9279 , ce-de/364921031 , B00J0S6QZ6 , http://www.amazon.de/gp/product/B00J0S6QZ6 , http://www.amazon.de/gp/offer-listing/B00J0S6QZ6/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A2DGIQMFD2NGBK , 2017-01-11 11:39:34
A2DGIQMFD2NGBK , HK , 9279 , ce-de/364921031 , B00U10GB20 , http://www.amazon.de/gp/product/B00U10GB20 , http://www.amazon.de/gp/offer-listing/B00U10GB20/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A2DGIQMFD2NGBK , 2017-01-11 11:40:44
A9M0EGF97CWIX , CN , 2753 , ce-de/364921031 , B01J5WY2SE , http://www.amazon.de/gp/product/B01J5WY2SE , http://www.amazon.de/gp/offer-listing/B01J5WY2SE/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A9M0EGF97CWIX , 2017-01-11 11:41:26
A9M0EGF97CWIX , CN , 2753 , ce-de/364921031 , B01J5WY2SE , http://www.amazon.de/gp/product/B01J5WY2SE , http://www.amazon.de/gp/offer-listing/B01J5WY2SE/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A9M0EGF97CWIX , 2017-01-11 11:41:34
A9M0EGF97CWIX , CN , 2753 , ce-de/364921031 , B01J5WY2SE , http://www.amazon.de/gp/product/B01J5WY2SE , http://www.amazon.de/gp/offer-listing/B01J5WY2SE/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A9M0EGF97CWIX , 2017-01-11 11:41:42
A9M0EGF97CWIX , CN , 2753 , ce-de/364921031 , B01J5WY2SE , http://www.amazon.de/gp/product/B01J5WY2SE , http://www.amazon.de/gp/offer-listing/B01J5WY2SE/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A9M0EGF97CWIX , 2017-01-11 11:41:49
A2DGIQMFD2NGBK , HK , 9279 , ce-de/364921031 , B00J0S6QZ6 , http://www.amazon.de/gp/product/B00J0S6QZ6 , http://www.amazon.de/gp/offer-listing/B00J0S6QZ6/ref=olp_page_1&startIndex=0 , https://www.amazon.de/gp/aag/details/ref=olp_merch_cust_glance_1?seller=A2DGIQMFD2NGBK , 2017-01-11 11:51:32
